date,product,quantity,revenue,category
2017-09-01,Pepsi,38,3040,Beverage
2017-09-02,Pepsi,26,2080,Beverage
2017-09-03,Pepsi,23,1840,Beverage
2017-09-04,Pepsi,12,960,Beverage
2017-09-05,Pepsi,26,2080,Beverage
2017-09-06,Pepsi,24,1920,Beverage
2017-09-07,Pepsi,29,2320,Beverage
2017-09-08,Pepsi,28,2240,Beverage
2017-09-09,Pepsi,28,2240,Beverage
2017-09-10,Pepsi,30,2400,Beverage
2017-09-11,Pepsi,16,1280,Beverage
2017-09-12,Pepsi,20,1600,Beverage
2017-09-13,Pepsi,13,1040,Beverage
2017-09-14,Pepsi,26,2080,Beverage
2017-09-15,Pepsi,28,2240,Beverage
2017-09-16,Pepsi,27,2160,Beverage
2017-09-17,Pepsi,30,2400,Beverage
2017-09-18,Pepsi,22,1760,Beverage
2017-09-19,Pepsi,21,1680,Beverage
2017-09-20,Pepsi,20,1600,Beverage
2017-09-21,Pepsi,20,1600,Beverage
2017-09-22,Pepsi,28,2240,Beverage
2017-09-23,Pepsi,37,2960,Beverage
2017-09-24,Pepsi,24,1920,Beverage
2017-09-25,Pepsi,14,1120,Beverage
2017-09-26,Pepsi,18,1440,Beverage
2017-09-27,Pepsi,27,2160,Beverage
2017-09-28,Pepsi,23,1840,Beverage
2017-09-29,Pepsi,28,2240,Beverage
2017-09-30,Pepsi,30,2400,Beverage
2017-10-01,Pepsi,21,1680,Beverage
2017-10-02,Pepsi,12,960,Beverage
2017-10-03,Pepsi,18,1440,Beverage
2017-10-04,Pepsi,15,1200,Beverage
2017-10-05,Pepsi,20,1600,Beverage
2017-10-06,Pepsi,19,1520,Beverage
2017-10-07,Pepsi,22,1760,Beverage
2017-10-08,Pepsi,19,1520,Beverage
2017-10-09,Pepsi,9,720,Beverage
2017-10-10,Pepsi,23,1840,Beverage
2017-10-11,Pepsi,14,1120,Beverage
2017-10-12,Pepsi,24,1920,Beverage
2017-10-13,Pepsi,23,1840,Beverage
2017-10-14,Pepsi,26,2080,Beverage
2017-10-15,Pepsi,28,2240,Beverage
2017-10-16,Pepsi,19,1520,Beverage
2017-10-17,Pepsi,17,1360,Beverage
2017-10-18,Pepsi,15,1200,Beverage
2017-10-19,Pepsi,26,2080,Beverage
2017-10-20,Pepsi,22,1760,Beverage
2017-10-21,Pepsi,26,2080,Beverage
2017-10-22,Pepsi,32,2560,Beverage
2017-10-23,Pepsi,20,1600,Beverage
2017-10-24,Pepsi,23,1840,Beverage
2017-10-25,Pepsi,22,1760,Beverage
2017-10-26,Pepsi,28,2240,Beverage
2017-10-27,Pepsi,20,1600,Beverage
2017-10-28,Pepsi,22,1760,Beverage
2017-10-29,Pepsi,29,2320,Beverage
2017-10-30,Pepsi,22,1760,Beverage
2017-10-31,Pepsi,24,1920,Beverage
2017-11-01,Pepsi,16,1280,Beverage
2017-11-02,Pepsi,21,1680,Beverage
2017-11-03,Pepsi,18,1440,Beverage
2017-11-04,Pepsi,34,2720,Beverage
2017-11-05,Pepsi,23,1840,Beverage
2017-11-06,Pepsi,17,1360,Beverage
2017-11-07,Pepsi,23,1840,Beverage
2017-11-08,Pepsi,14,1120,Beverage
2017-11-09,Pepsi,21,1680,Beverage
2017-11-10,Pepsi,19,1520,Beverage
2017-11-11,Pepsi,24,1920,Beverage
2017-11-12,Pepsi,27,2160,Beverage
2017-11-13,Pepsi,22,1760,Beverage
2017-11-14,Pepsi,16,1280,Beverage
2017-11-15,Pepsi,19,1520,Beverage
2017-11-16,Pepsi,22,1760,Beverage
2017-11-17,Pepsi,25,2000,Beverage
2017-11-18,Pepsi,31,2480,Beverage
2017-11-19,Pepsi,32,2560,Beverage
2017-11-20,Pepsi,21,1680,Beverage
2017-11-21,Pepsi,29,2320,Beverage
2017-11-22,Pepsi,27,2160,Beverage
2017-11-23,Pepsi,25,2000,Beverage
2017-11-24,Pepsi,22,1760,Beverage
2017-11-25,Pepsi,29,2320,Beverage
2017-11-26,Pepsi,24,1920,Beverage
2017-11-27,Pepsi,10,800,Beverage
2017-11-28,Pepsi,14,1120,Beverage
2017-11-29,Pepsi,28,2240,Beverage
2017-11-30,Pepsi,15,1200,Beverage
2017-12-01,Pepsi,19,1520,Beverage
2017-12-02,Pepsi,16,1280,Beverage
2017-12-03,Pepsi,31,2480,Beverage
2017-12-04,Pepsi,7,560,Beverage
2017-12-05,Pepsi,20,1600,Beverage
2017-12-06,Pepsi,17,1360,Beverage
2017-12-07,Pepsi,18,1440,Beverage
2017-12-08,Pepsi,17,1360,Beverage
2017-12-09,Pepsi,27,2160,Beverage
2017-12-10,Pepsi,20,1600,Beverage
2017-12-11,Pepsi,20,1600,Beverage
2017-12-12,Pepsi,13,1040,Beverage
2017-12-13,Pepsi,17,1360,Beverage
2017-12-14,Pepsi,14,1120,Beverage
2017-12-15,Pepsi,16,1280,Beverage
2017-12-16,Pepsi,15,1200,Beverage
2017-12-17,Pepsi,22,1760,Beverage
2017-12-18,Pepsi,19,1520,Beverage
2017-12-19,Pepsi,7,560,Beverage
2017-12-20,Pepsi,16,1280,Beverage
2017-12-21,Pepsi,12,960,Beverage
2017-12-22,Pepsi,6,480,Beverage
2017-12-23,Pepsi,18,1440,Beverage
2017-12-24,Pepsi,19,1520,Beverage
2017-12-25,Pepsi,13,1040,Beverage
2017-12-26,Pepsi,16,1280,Beverage
2017-12-27,Pepsi,14,1120,Beverage
2017-12-28,Pepsi,19,1520,Beverage
2017-12-29,Pepsi,15,1200,Beverage
2017-12-30,Pepsi,27,2160,Beverage
2017-12-31,Pepsi,23,1840,Beverage
2016-01-01,Lays Chips,32,1600,Snacks
2016-01-02,Lays Chips,43,2150,Snacks
2016-01-03,Lays Chips,47,2350,Snacks
2016-01-04,Lays Chips,22,1100,Snacks
2016-01-05,Lays Chips,34,1700,Snacks
2016-01-06,Lays Chips,38,1900,Snacks
2016-01-07,Lays Chips,45,2250,Snacks
2016-01-08,Lays Chips,34,1700,Snacks
2016-01-09,Lays Chips,52,2600,Snacks
2016-01-10,Lays Chips,44,2200,Snacks
2016-01-11,Lays Chips,33,1650,Snacks
2016-01-12,Lays Chips,52,2600,Snacks
2016-01-13,Lays Chips,36,1800,Snacks
2016-01-14,Lays Chips,45,2250,Snacks
2016-01-15,Lays Chips,48,2400,Snacks
2016-01-16,Lays Chips,35,1750,Snacks
2016-01-17,Lays Chips,54,2700,Snacks
2016-01-18,Lays Chips,30,1500,Snacks
2016-01-19,Lays Chips,23,1150,Snacks
2016-01-20,Lays Chips,41,2050,Snacks
2016-01-21,Lays Chips,48,2400,Snacks
2016-01-22,Lays Chips,48,2400,Snacks
2016-01-23,Lays Chips,48,2400,Snacks
2016-01-24,Lays Chips,48,2400,Snacks
2016-01-25,Lays Chips,38,1900,Snacks
2016-01-26,Lays Chips,38,1900,Snacks
2016-01-27,Lays Chips,31,1550,Snacks
2016-01-28,Lays Chips,35,1750,Snacks
2016-01-29,Lays Chips,40,2000,Snacks
2016-01-30,Lays Chips,42,2100,Snacks
2016-01-31,Lays Chips,44,2200,Snacks
2016-02-01,Lays Chips,53,2650,Snacks
2016-02-02,Lays Chips,34,1700,Snacks
2016-02-03,Lays Chips,52,2600,Snacks
2016-02-04,Lays Chips,45,2250,Snacks
2016-02-05,Lays Chips,49,2450,Snacks
2016-02-06,Lays Chips,48,2400,Snacks
2016-02-07,Lays Chips,55,2750,Snacks
2016-02-08,Lays Chips,30,1500,Snacks
2016-02-09,Lays Chips,45,2250,Snacks
2016-02-10,Lays Chips,41,2050,Snacks
2016-02-11,Lays Chips,52,2600,Snacks
2016-02-12,Lays Chips,46,2300,Snacks
2016-02-13,Lays Chips,44,2200,Snacks
2016-02-14,Lays Chips,44,2200,Snacks
2016-02-15,Lays Chips,33,1650,Snacks
2016-02-16,Lays Chips,39,1950,Snacks
2016-02-17,Lays Chips,45,2250,Snacks
2016-02-18,Lays Chips,56,2800,Snacks
2016-02-19,Lays Chips,46,2300,Snacks
2016-02-20,Lays Chips,43,2150,Snacks
2016-02-21,Lays Chips,49,2450,Snacks
2016-02-22,Lays Chips,41,2050,Snacks
2016-02-23,Lays Chips,44,2200,Snacks
2016-02-24,Lays Chips,28,1400,Snacks
2016-02-25,Lays Chips,48,2400,Snacks
2016-02-26,Lays Chips,41,2050,Snacks
2016-02-27,Lays Chips,43,2150,Snacks
2016-02-28,Lays Chips,41,2050,Snacks
2016-02-29,Lays Chips,35,1750,Snacks
2016-03-01,Lays Chips,57,2850,Snacks
2016-03-02,Lays Chips,45,2250,Snacks
2016-03-03,Lays Chips,58,2900,Snacks
2016-03-04,Lays Chips,61,3050,Snacks
2016-03-05,Lays Chips,71,3550,Snacks
2016-03-06,Lays Chips,66,3300,Snacks
2016-03-07,Lays Chips,44,2200,Snacks
2016-03-08,Lays Chips,35,1750,Snacks
2016-03-09,Lays Chips,54,2700,Snacks
2016-03-10,Lays Chips,42,2100,Snacks
2016-03-11,Lays Chips,44,2200,Snacks
2016-03-12,Lays Chips,61,3050,Snacks
2016-03-13,Lays Chips,59,2950,Snacks
2016-03-14,Lays Chips,43,2150,Snacks
2016-03-15,Lays Chips,44,2200,Snacks
2016-03-16,Lays Chips,46,2300,Snacks
2016-03-17,Lays Chips,54,2700,Snacks
2016-03-18,Lays Chips,62,3100,Snacks
2016-03-19,Lays Chips,53,2650,Snacks
2016-03-20,Lays Chips,63,3150,Snacks
2016-03-21,Lays Chips,39,1950,Snacks
2016-03-22,Lays Chips,52,2600,Snacks
2016-03-23,Lays Chips,49,2450,Snacks
2016-03-24,Lays Chips,54,2700,Snacks
2016-03-25,Lays Chips,61,3050,Snacks
2016-03-26,Lays Chips,53,2650,Snacks
2016-03-27,Lays Chips,66,3300,Snacks
2016-03-28,Lays Chips,39,1950,Snacks
2016-03-29,Lays Chips,47,2350,Snacks
2016-03-30,Lays Chips,49,2450,Snacks
2016-03-31,Lays Chips,57,2850,Snacks
2016-04-01,Lays Chips,73,3650,Snacks
2016-04-02,Lays Chips,58,2900,Snacks
2016-04-03,Lays Chips,85,4250,Snacks
2016-04-04,Lays Chips,48,2400,Snacks
2016-04-05,Lays Chips,52,2600,Snacks
2016-04-06,Lays Chips,67,3350,Snacks
2016-04-07,Lays Chips,54,2700,Snacks
2016-04-08,Lays Chips,71,3550,Snacks
2016-04-09,Lays Chips,68,3400,Snacks
2016-04-10,Lays Chips,74,3700,Snacks
2016-04-11,Lays Chips,36,1800,Snacks
2016-04-12,Lays Chips,55,2750,Snacks
2016-04-13,Lays Chips,56,2800,Snacks
2016-04-14,Lays Chips,71,3550,Snacks
2016-04-15,Lays Chips,60,3000,Snacks
2016-04-16,Lays Chips,66,3300,Snacks
2016-04-17,Lays Chips,60,3000,Snacks
2016-04-18,Lays Chips,45,2250,Snacks
2016-04-19,Lays Chips,50,2500,Snacks
2016-04-20,Lays Chips,57,2850,Snacks
2016-04-21,Lays Chips,60,3000,Snacks
2016-04-22,Lays Chips,65,3250,Snacks
2016-04-23,Lays Chips,71,3550,Snacks
2016-04-24,Lays Chips,56,2800,Snacks
2016-04-25,Lays Chips,36,1800,Snacks
2016-04-26,Lays Chips,59,2950,Snacks
2016-04-27,Lays Chips,62,3100,Snacks
2016-04-28,Lays Chips,59,2950,Snacks
2016-04-29,Lays Chips,52,2600,Snacks
2016-04-30,Lays Chips,65,3250,Snacks
2016-05-01,Lays Chips,87,4350,Snacks
2016-05-02,Lays Chips,54,2700,Snacks
2016-05-03,Lays Chips,67,3350,Snacks
2016-05-04,Lays Chips,57,2850,Snacks
2016-05-05,Lays Chips,50,2500,Snacks
2016-05-06,Lays Chips,85,4250,Snacks
2016-05-07,Lays Chips,82,4100,Snacks
2016-05-08,Lays Chips,64,3200,Snacks
2016-05-09,Lays Chips,49,2450,Snacks
2016-05-10,Lays Chips,58,2900,Snacks
2016-05-11,Lays Chips,71,3550,Snacks
2016-05-12,Lays Chips,68,3400,Snacks
2016-05-13,Lays Chips,61,3050,Snacks
2016-05-14,Lays Chips,74,3700,Snacks
2016-05-15,Lays Chips,65,3250,Snacks
2016-05-16,Lays Chips,50,2500,Snacks
2016-05-17,Lays Chips,61,3050,Snacks
2016-05-18,Lays Chips,51,2550,Snacks
2016-05-19,Lays Chips,69,3450,Snacks
2016-05-20,Lays Chips,78,3900,Snacks
2016-05-21,Lays Chips,65,3250,Snacks
2016-05-22,Lays Chips,76,3800,Snacks
2016-05-23,Lays Chips,50,2500,Snacks
2016-05-24,Lays Chips,62,3100,Snacks
2016-05-25,Lays Chips,54,2700,Snacks
2016-05-26,Lays Chips,65,3250,Snacks
2016-05-27,Lays Chips,60,3000,Snacks
2016-05-28,Lays Chips,81,4050,Snacks
2016-05-29,Lays Chips,79,3950,Snacks
2016-05-30,Lays Chips,48,2400,Snacks
2016-05-31,Lays Chips,62,3100,Snacks
2016-06-01,Lays Chips,68,3400,Snacks
2016-06-02,Lays Chips,60,3000,Snacks
2016-06-03,Lays Chips,77,3850,Snacks
2016-06-04,Lays Chips,103,5150,Snacks
2016-06-05,Lays Chips,66,3300,Snacks
2016-06-06,Lays Chips,52,2600,Snacks
2016-06-07,Lays Chips,63,3150,Snacks
2016-06-08,Lays Chips,61,3050,Snacks
2016-06-09,Lays Chips,62,3100,Snacks
2016-06-10,Lays Chips,51,2550,Snacks
2016-06-11,Lays Chips,84,4200,Snacks
2016-06-12,Lays Chips,77,3850,Snacks
2016-06-13,Lays Chips,51,2550,Snacks
2016-06-14,Lays Chips,70,3500,Snacks
2016-06-15,Lays Chips,56,2800,Snacks
2016-06-16,Lays Chips,61,3050,Snacks
2016-06-17,Lays Chips,71,3550,Snacks
2016-06-18,Lays Chips,97,4850,Snacks
2016-06-19,Lays Chips,96,4800,Snacks
2016-06-20,Lays Chips,54,2700,Snacks
2016-06-21,Lays Chips,62,3100,Snacks
2016-06-22,Lays Chips,69,3450,Snacks
2016-06-23,Lays Chips,80,4000,Snacks
2016-06-24,Lays Chips,66,3300,Snacks
2016-06-25,Lays Chips,82,4100,Snacks
2016-06-26,Lays Chips,70,3500,Snacks
2016-06-27,Lays Chips,57,2850,Snacks
2016-06-28,Lays Chips,60,3000,Snacks
2016-06-29,Lays Chips,65,3250,Snacks
2016-06-30,Lays Chips,71,3550,Snacks
2016-07-01,Lays Chips,85,4250,Snacks
2016-07-02,Lays Chips,95,4750,Snacks
2016-07-03,Lays Chips,90,4500,Snacks
2016-07-04,Lays Chips,63,3150,Snacks
2016-07-05,Lays Chips,74,3700,Snacks
2016-07-06,Lays Chips,75,3750,Snacks
2016-07-07,Lays Chips,82,4100,Snacks
2016-07-08,Lays Chips,90,4500,Snacks
2016-07-09,Lays Chips,74,3700,Snacks
2016-07-10,Lays Chips,89,4450,Snacks
2016-07-11,Lays Chips,61,3050,Snacks
2016-07-12,Lays Chips,75,3750,Snacks
2016-07-13,Lays Chips,61,3050,Snacks
2016-07-14,Lays Chips,79,3950,Snacks
2016-07-15,Lays Chips,66,3300,Snacks
2016-07-16,Lays Chips,84,4200,Snacks
2016-07-17,Lays Chips,104,5200,Snacks
2016-07-18,Lays Chips,74,3700,Snacks
2016-07-19,Lays Chips,59,2950,Snacks
2016-07-20,Lays Chips,63,3150,Snacks
2016-07-21,Lays Chips,74,3700,Snacks
2016-07-22,Lays Chips,75,3750,Snacks
2016-07-23,Lays Chips,79,3950,Snacks
2016-07-24,Lays Chips,80,4000,Snacks
2016-07-25,Lays Chips,62,3100,Snacks
2016-07-26,Lays Chips,66,3300,Snacks
2016-07-27,Lays Chips,70,3500,Snacks
2016-07-28,Lays Chips,71,3550,Snacks
2016-07-29,Lays Chips,84,4200,Snacks
2016-07-30,Lays Chips,89,4450,Snacks
2016-07-31,Lays Chips,94,4700,Snacks
2016-08-01,Lays Chips,60,3000,Snacks
2016-08-02,Lays Chips,53,2650,Snacks
2016-08-03,Lays Chips,58,2900,Snacks
2016-08-04,Lays Chips,56,2800,Snacks
2016-08-05,Lays Chips,61,3050,Snacks
2016-08-06,Lays Chips,65,3250,Snacks
2016-08-07,Lays Chips,84,4200,Snacks
2016-08-08,Lays Chips,48,2400,Snacks
2016-08-09,Lays Chips,65,3250,Snacks
2016-08-10,Lays Chips,55,2750,Snacks
2016-08-11,Lays Chips,64,3200,Snacks
2016-08-12,Lays Chips,76,3800,Snacks
2016-08-13,Lays Chips,65,3250,Snacks
2016-08-14,Lays Chips,100,5000,Snacks
2016-08-15,Lays Chips,55,2750,Snacks
2016-08-16,Lays Chips,52,2600,Snacks
2016-08-17,Lays Chips,57,2850,Snacks
2016-08-18,Lays Chips,67,3350,Snacks
2016-08-19,Lays Chips,60,3000,Snacks
2016-08-20,Lays Chips,66,3300,Snacks
2016-08-21,Lays Chips,88,4400,Snacks
2016-08-22,Lays Chips,47,2350,Snacks
2016-08-23,Lays Chips,58,2900,Snacks
2016-08-24,Lays Chips,71,3550,Snacks
2016-08-25,Lays Chips,60,3000,Snacks
2016-08-26,Lays Chips,82,4100,Snacks
2016-08-27,Lays Chips,81,4050,Snacks
2016-08-28,Lays Chips,89,4450,Snacks
2016-08-29,Lays Chips,60,3000,Snacks
2016-08-30,Lays Chips,50,2500,Snacks
2016-08-31,Lays Chips,63,3150,Snacks
2016-09-01,Lays Chips,53,2650,Snacks
2016-09-02,Lays Chips,74,3700,Snacks
2016-09-03,Lays Chips,84,4200,Snacks
2016-09-04,Lays Chips,77,3850,Snacks
2016-09-05,Lays Chips,47,2350,Snacks
2016-09-06,Lays Chips,55,2750,Snacks
2016-09-07,Lays Chips,59,2950,Snacks
2016-09-08,Lays Chips,56,2800,Snacks
2016-09-09,Lays Chips,51,2550,Snacks
2016-09-10,Lays Chips,59,2950,Snacks
2016-09-11,Lays Chips,62,3100,Snacks
2016-09-12,Lays Chips,46,2300,Snacks
2016-09-13,Lays Chips,51,2550,Snacks
2016-09-14,Lays Chips,67,3350,Snacks
2016-09-15,Lays Chips,52,2600,Snacks
2016-09-16,Lays Chips,47,2350,Snacks
2016-09-17,Lays Chips,66,3300,Snacks
2016-09-18,Lays Chips,71,3550,Snacks
2016-09-19,Lays Chips,52,2600,Snacks
2016-09-20,Lays Chips,52,2600,Snacks
2016-09-21,Lays Chips,64,3200,Snacks
2016-09-22,Lays Chips,56,2800,Snacks
2016-09-23,Lays Chips,60,3000,Snacks
2016-09-24,Lays Chips,76,3800,Snacks
2016-09-25,Lays Chips,91,4550,Snacks
2016-09-26,Lays Chips,51,2550,Snacks
2016-09-27,Lays Chips,45,2250,Snacks
2016-09-28,Lays Chips,57,2850,Snacks
2016-09-29,Lays Chips,59,2950,Snacks
2016-09-30,Lays Chips,67,3350,Snacks
2016-10-01,Lays Chips,69,3450,Snacks
2016-10-02,Lays Chips,64,3200,Snacks
2016-10-03,Lays Chips,39,1950,Snacks
2016-10-04,Lays Chips,51,2550,Snacks
2016-10-05,Lays Chips,56,2800,Snacks
2016-10-06,Lays Chips,61,3050,Snacks
2016-10-07,Lays Chips,56,2800,Snacks
2016-10-08,Lays Chips,70,3500,Snacks
2016-10-09,Lays Chips,66,3300,Snacks
2016-10-10,Lays Chips,51,2550,Snacks
2016-10-11,Lays Chips,54,2700,Snacks
2016-10-12,Lays Chips,51,2550,Snacks
2016-10-13,Lays Chips,67,3350,Snacks
2016-10-14,Lays Chips,80,4000,Snacks
2016-10-15,Lays Chips,62,3100,Snacks
2016-10-16,Lays Chips,66,3300,Snacks
2016-10-17,Lays Chips,46,2300,Snacks
2016-10-18,Lays Chips,50,2500,Snacks
2016-10-19,Lays Chips,59,2950,Snacks
2016-10-20,Lays Chips,62,3100,Snacks
2016-10-21,Lays Chips,51,2550,Snacks
2016-10-22,Lays Chips,70,3500,Snacks
2016-10-23,Lays Chips,69,3450,Snacks
2016-10-24,Lays Chips,49,2450,Snacks
2016-10-25,Lays Chips,58,2900,Snacks
2016-10-26,Lays Chips,49,2450,Snacks
2016-10-27,Lays Chips,52,2600,Snacks
2016-10-28,Lays Chips,67,3350,Snacks
2016-10-29,Lays Chips,59,2950,Snacks
2016-10-30,Lays Chips,58,2900,Snacks
2016-10-31,Lays Chips,44,2200,Snacks
2016-11-01,Lays Chips,50,2500,Snacks
2016-11-02,Lays Chips,67,3350,Snacks
2016-11-03,Lays Chips,55,2750,Snacks
2016-11-04,Lays Chips,79,3950,Snacks
2016-11-05,Lays Chips,57,2850,Snacks
2016-11-06,Lays Chips,66,3300,Snacks
2016-11-07,Lays Chips,43,2150,Snacks
2016-11-08,Lays Chips,54,2700,Snacks
2016-11-09,Lays Chips,68,3400,Snacks
2016-11-10,Lays Chips,76,3800,Snacks
2016-11-11,Lays Chips,69,3450,Snacks
2016-11-12,Lays Chips,64,3200,Snacks
2016-11-13,Lays Chips,76,3800,Snacks
2016-11-14,Lays Chips,49,2450,Snacks
2016-11-15,Lays Chips,57,2850,Snacks
2016-11-16,Lays Chips,50,2500,Snacks
2016-11-17,Lays Chips,53,2650,Snacks
2016-11-18,Lays Chips,61,3050,Snacks
2016-11-19,Lays Chips,72,3600,Snacks
2016-11-20,Lays Chips,79,3950,Snacks
2016-11-21,Lays Chips,47,2350,Snacks
2016-11-22,Lays Chips,49,2450,Snacks
2016-11-23,Lays Chips,50,2500,Snacks
2016-11-24,Lays Chips,49,2450,Snacks
2016-11-25,Lays Chips,58,2900,Snacks
2016-11-26,Lays Chips,62,3100,Snacks
2016-11-27,Lays Chips,78,3900,Snacks
2016-11-28,Lays Chips,50,2500,Snacks
2016-11-29,Lays Chips,49,2450,Snacks
2016-11-30,Lays Chips,52,2600,Snacks
2016-12-01,Lays Chips,43,2150,Snacks
2016-12-02,Lays Chips,44,2200,Snacks
2016-12-03,Lays Chips,40,2000,Snacks
2016-12-04,Lays Chips,51,2550,Snacks
2016-12-05,Lays Chips,29,1450,Snacks
2016-12-06,Lays Chips,45,2250,Snacks
2016-12-07,Lays Chips,39,1950,Snacks
2016-12-08,Lays Chips,35,1750,Snacks
2016-12-09,Lays Chips,41,2050,Snacks
2016-12-10,Lays Chips,47,2350,Snacks
2016-12-11,Lays Chips,53,2650,Snacks
2016-12-12,Lays Chips,36,1800,Snacks
2016-12-13,Lays Chips,45,2250,Snacks
2016-12-14,Lays Chips,41,2050,Snacks
2016-12-15,Lays Chips,52,2600,Snacks
2016-12-16,Lays Chips,42,2100,Snacks
2016-12-17,Lays Chips,55,2750,Snacks
2016-12-18,Lays Chips,40,2000,Snacks
2016-12-19,Lays Chips,33,1650,Snacks
2016-12-20,Lays Chips,47,2350,Snacks
2016-12-21,Lays Chips,46,2300,Snacks
2016-12-22,Lays Chips,35,1750,Snacks
2016-12-23,Lays Chips,64,3200,Snacks
2016-12-24,Lays Chips,47,2350,Snacks
2016-12-25,Lays Chips,39,1950,Snacks
2016-12-26,Lays Chips,30,1500,Snacks
2016-12-27,Lays Chips,41,2050,Snacks
2016-12-28,Lays Chips,38,1900,Snacks
2016-12-29,Lays Chips,56,2800,Snacks
2016-12-30,Lays Chips,37,1850,Snacks
2016-12-31,Lays Chips,47,2350,Snacks
2017-01-01,Lays Chips,40,2000,Snacks
2017-01-02,Lays Chips,26,1300,Snacks
2017-01-03,Lays Chips,33,1650,Snacks
2017-01-04,Lays Chips,41,2050,Snacks
2017-01-05,Lays Chips,39,1950,Snacks
2017-01-06,Lays Chips,43,2150,Snacks
2017-01-07,Lays Chips,46,2300,Snacks
2017-01-08,Lays Chips,58,2900,Snacks
2017-01-09,Lays Chips,31,1550,Snacks
2017-01-10,Lays Chips,36,1800,Snacks
2017-01-11,Lays Chips,42,2100,Snacks
2017-01-12,Lays Chips,39,1950,Snacks
2017-01-13,Lays Chips,34,1700,Snacks
2017-01-14,Lays Chips,29,1450,Snacks
2017-01-15,Lays Chips,47,2350,Snacks
2017-01-16,Lays Chips,21,1050,Snacks
2017-01-17,Lays Chips,37,1850,Snacks
2017-01-18,Lays Chips,41,2050,Snacks
2017-01-19,Lays Chips,51,2550,Snacks
2017-01-20,Lays Chips,48,2400,Snacks
2017-01-21,Lays Chips,42,2100,Snacks
2017-01-22,Lays Chips,49,2450,Snacks
2017-01-23,Lays Chips,25,1250,Snacks
2017-01-24,Lays Chips,44,2200,Snacks
2017-01-25,Lays Chips,38,1900,Snacks
2017-01-26,Lays Chips,30,1500,Snacks
2017-01-27,Lays Chips,32,1600,Snacks
2017-01-28,Lays Chips,48,2400,Snacks
2017-01-29,Lays Chips,47,2350,Snacks
2017-01-30,Lays Chips,28,1400,Snacks
2017-01-31,Lays Chips,37,1850,Snacks
2017-02-01,Lays Chips,34,1700,Snacks
2017-02-02,Lays Chips,47,2350,Snacks
2017-02-03,Lays Chips,45,2250,Snacks
2017-02-04,Lays Chips,42,2100,Snacks
2017-02-05,Lays Chips,38,1900,Snacks
2017-02-06,Lays Chips,38,1900,Snacks
2017-02-07,Lays Chips,33,1650,Snacks
2017-02-08,Lays Chips,37,1850,Snacks
2017-02-09,Lays Chips,39,1950,Snacks
2017-02-10,Lays Chips,38,1900,Snacks
2017-02-11,Lays Chips,52,2600,Snacks
2017-02-12,Lays Chips,47,2350,Snacks
2017-02-13,Lays Chips,45,2250,Snacks
2017-02-14,Lays Chips,46,2300,Snacks
2017-02-15,Lays Chips,38,1900,Snacks
2017-02-16,Lays Chips,46,2300,Snacks
2017-02-17,Lays Chips,59,2950,Snacks
2017-02-18,Lays Chips,47,2350,Snacks
2017-02-19,Lays Chips,55,2750,Snacks
2017-02-20,Lays Chips,32,1600,Snacks
2017-02-21,Lays Chips,26,1300,Snacks
2017-02-22,Lays Chips,45,2250,Snacks
2017-02-23,Lays Chips,50,2500,Snacks
2017-02-24,Lays Chips,49,2450,Snacks
2017-02-25,Lays Chips,46,2300,Snacks
2017-02-26,Lays Chips,41,2050,Snacks
2017-02-27,Lays Chips,44,2200,Snacks
2017-02-28,Lays Chips,37,1850,Snacks
2017-03-01,Lays Chips,48,2400,Snacks
2017-03-02,Lays Chips,54,2700,Snacks
2017-03-03,Lays Chips,47,2350,Snacks
2017-03-04,Lays Chips,70,3500,Snacks
2017-03-05,Lays Chips,57,2850,Snacks
2017-03-06,Lays Chips,36,1800,Snacks
2017-03-07,Lays Chips,57,2850,Snacks
2017-03-08,Lays Chips,51,2550,Snacks
2017-03-09,Lays Chips,43,2150,Snacks
2017-03-10,Lays Chips,53,2650,Snacks
2017-03-11,Lays Chips,54,2700,Snacks
2017-03-12,Lays Chips,63,3150,Snacks
2017-03-13,Lays Chips,52,2600,Snacks
2017-03-14,Lays Chips,56,2800,Snacks
2017-03-15,Lays Chips,59,2950,Snacks
2017-03-16,Lays Chips,52,2600,Snacks
2017-03-17,Lays Chips,52,2600,Snacks
2017-03-18,Lays Chips,55,2750,Snacks
2017-03-19,Lays Chips,65,3250,Snacks
2017-03-20,Lays Chips,34,1700,Snacks
2017-03-21,Lays Chips,47,2350,Snacks
2017-03-22,Lays Chips,33,1650,Snacks
2017-03-23,Lays Chips,51,2550,Snacks
2017-03-24,Lays Chips,62,3100,Snacks
2017-03-25,Lays Chips,55,2750,Snacks
2017-03-26,Lays Chips,55,2750,Snacks
2017-03-27,Lays Chips,40,2000,Snacks
2017-03-28,Lays Chips,45,2250,Snacks
2017-03-29,Lays Chips,45,2250,Snacks
2017-03-30,Lays Chips,44,2200,Snacks
2017-03-31,Lays Chips,57,2850,Snacks
2017-04-01,Lays Chips,61,3050,Snacks
2017-04-02,Lays Chips,66,3300,Snacks
2017-04-03,Lays Chips,43,2150,Snacks
2017-04-04,Lays Chips,53,2650,Snacks
2017-04-05,Lays Chips,76,3800,Snacks
2017-04-06,Lays Chips,62,3100,Snacks
2017-04-07,Lays Chips,62,3100,Snacks
2017-04-08,Lays Chips,77,3850,Snacks
2017-04-09,Lays Chips,86,4300,Snacks
2017-04-10,Lays Chips,52,2600,Snacks
